PUBCHEM_CID,HOMO,LUMO,HOMO_LUMO_Gap,ODI_HOMO_1,ODI_HOMO,ODI_LUMO,ODI_LUMO_Add1,ODI_Mean,ODI_Std,Mol_Size_2,Length_Ratio,Len_Div_Diameter,Dipole_Moment,Quadrupole_Moment,ESPmin,ESPmax,Neg_Surface_Area,Overall_Average,Neg_Average,Overall_Variance,Nu,ALIEmin,ALIEmax,ALIE_Ave,LEAmin,LEAmax,LEA_Ave,XLogP,TPSA,Complexity,RotatableBondCount,y,y_class,S_c_tcpl_compliant,S_c_ci_lower_compliant,S_c_ci_upper_compliant,tcpl_binary_compliant,tcpl_ternary_compliant,tcpl_n_tested_compliant,tcpl_n_positive_compliant
31374,-0.313611,0.104293,0.417904,48.24,25.67,24.38,8.78,26.7675,14.06700994,6.62,0.401835065,0.948590814,4.947303,6.604287,-54.40239,27.33276,155.81824,0.00189966,-0.04034185,0.00101277,0.09493317,11.83073,17.07146,0.5170514,-45.34182,-19.60847,-1.0134689,-0.8,20.3,58,0,2,1,0.11797637390857729,0.00847457627118644,0.3,0,1,9,9
3720192,-0.334055,-0.022802,0.311252,16.68,28.51,13.27,15.02,18.37,5.977210888,6.722,0.447024472,0.967402207,19.465553,35.302843,-75.23782,81.45774,265.36603,0.00799618,-0.08795437,0.00159087,0.22990613,11.56682,16.95216,0.51979119,-41.74804,-18.19592,-0.9892664,2.4,65.6,211,1,0,0,0.0845051006341329,0.038461538461538464,0.16666666666666666,0,1,9,9
208898,-0.290452,0.007385,0.297838,9.06,26.15,11.55,8.86,13.905,7.148637982,12.559,0.494498477,0.99182266,3.980396,53.900886,-42.78937,54.53579,745.38057,0.00334866,-0.02048545,0.00055667,0.20139107,10.47682,17.20264,0.50504707,-46.16644,-19.04731,-1.0401262,7.2,97.2,800,18,60,1,0.8333333333333334,0.3331782455987909,0.999783091529969,1,2,2,2
1046,-0.342736,-0.010266,0.33247,36.01,17.59,13.87,15.07,20.635,8.977709897,6.793,0.477193522,0.992009376,5.058517,6.62632,-47.5725,43.43462,243.21288,0.00087029,-0.02813643,0.00091333,0.23158227,11.15682,17.61382,0.51882031,-45.1326,-19.33745,-1.143016,-0.6,68.9,115,1,0,0,0.08928571428571429,0.07142857142857142,0.125,0,1,8,6
41448,-0.310507,-0.009917,0.30059,11.94,11.87,9.89,9.99,10.9225,0.98344738,8.493,0.500689275,0.996296804,2.670352,31.780165,-47.17539,59.43899,512.87507,-0.00274235,-0.02672772,0.00060469,0.23127595,11.48377,18.19342,0.51448716,-48.7913,-19.14136,-1.1582292,2.4,63.6,392,2,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,2,0
12262,-0.344071,0.157087,0.501158,24.5,25.15,7.62,8.42,16.4225,8.410399441,5.462,0.458074223,0.987032635,2.752512,8.181613,-43.74633,47.52322,197.78378,0.00113485,-0.02908729,0.0007594,0.22262904,11.84719,17.03967,0.50799261,-51.49841,-20.06165,-1.0254648,0.1,40.5,39,2,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,2,1
44112,-0.261039,0.022879,0.283918,11.9,9.79,11.68,14.57,11.985,1.702975337,9.627,0.422376696,0.952497286,4.054986,40.351002,-43.14749,54.81352,789.9901,-0.00532611,-0.02629327,0.00054895,0.22873046,9.95626,17.17379,0.50212918,-47.06787,-19.19592,-1.0475698,4.7,63.4,499,9,5,1,0.5,0.16666666666666666,0.8333333333333334,1,1,1,0
8766,-0.297715,0.043326,0.341041,14.45,20.47,7.75,7.78,12.6125,5.294187261,6.632,0.46075876,0.976929825,2.659949,11.779186,-25.23522,18.76101,416.37259,-0.00158133,-0.01777036,0.00016669,0.23546508,9.88773,16.4745,0.49153075,-40.10123,-14.58111,-0.9750658,4.5,25.3,116,2,21,1,0.08650793650793649,0.017857142857142856,0.16666666666666666,0,1,2,2
4420067,-0.309866,0.068374,0.37824,7.66,59.73,25.06,26.07,29.63,18.856361,5.27,0.682718579,0.998955115,4.116328,34.270902,-50.80166,62.33305,368.4674,0.00234848,-0.02211644,0.00074678,0.18799785,9.47513,18.42776,0.49724428,-47.69828,-15.71904,-0.9683264,5.5,62.6,160,12,21,1,0.40277777777777785,0.125,0.8333333333333334,1,1,3,0
71339,-0.27438,-0.003694,0.270686,34.74,11.62,17.08,7.77,17.8025,10.32321746,8.531,0.485009843,0.98087717,27.399152,73.874868,-119.32352,90.19301,502.24531,-0.00146121,-0.08667653,0.00476278,0.21784122,10.05042,18.76277,0.51546784,-47.00746,-16.97917,-1.0867144,1.4,128.0,609,3,3,1,-1.0,-1.0,-1.0,-1,-1,0,0
10402,-0.303847,0.078545,0.382392,41.01,22.47,25.33,19.95,27.19,8.202865353,7.604,0.446981028,0.998593036,2.03356,14.336806,-41.89795,57.87416,280.7253,0.00126287,-0.02047802,0.00053879,0.21531361,10.07632,18.02771,0.5066596,-46.99631,-19.1736,-1.0190966,3.0,37.3,167,5,0,0,0.15277777777777776,0.125,0.16666666666666666,1,1,3,0
7791,-0.295736,0.130602,0.426338,5.41,35.29,4.32,4.16,12.295,13.28487956,11.006,0.478905324,0.973670854,1.282478,3.864045,-38.01933,24.37199,471.99293,0.00168554,-0.00673647,9.72e-05,0.18902132,10.1519,15.69379,0.49281226,-36.21684,-20.23592,-0.9472146,6.1,12.0,129,12,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,2,2
5284555,-0.13728,0.027465,0.164745,3.26,5.1,4.5,6.05,4.7275,1.011567472,8.038,0.526510199,1.020463761,15.278301,69.427591,-60.96856,69.66351,561.54724,0.00234979,-0.04967866,0.00138511,0.24997625,6.85948,19.3183,0.46653369,-47.82713,-19.05385,-1.1458493,2.4,113.0,650,2,5,1,-1.0,-1.0,-1.0,-1,-1,0,0
122685,-0.280443,-0.002252,0.27819,5.93,5.8,7.11,6.74,6.395,0.547836654,10.319,0.440989526,0.950475945,4.664332,26.913318,-55.30398,65.9766,839.25714,-0.00044846,-0.03287072,0.00105563,0.2493862,11.2071,18.712,0.52445619,-51.69902,-19.21977,-1.2128561,1.5,211.0,887,9,0,0,-1.0,-1.0,-1.0,-1,-1,0,0
17168,-0.340935,-0.045804,0.295131,46.9,23.38,15.18,15.0,25.115,13.0251094,9.092,0.437057049,0.963120458,6.63918,21.154762,-38.05504,32.14179,398.7898,0.0037554,-0.02324873,0.00042294,0.23650174,10.31828,18.45931,0.51677373,-50.2944,-14.53308,-1.0229364,3.6,106.0,318,4,11,1,0.5,0.16666666666666666,0.8333333333333334,1,1,2,0
10473,-0.186281,0.052912,0.239193,20.09,16.54,14.75,19.61,17.7475,2.202230403,5.096,0.403072374,0.972851381,8.31683,5.490468,-54.35129,76.3606,184.89412,0.00604674,-0.05450221,0.00119712,0.24987629,5.44643,27.79452,0.38255301,-46.22485,-20.12877,-0.9826859,2.4,12.0,2,0,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,2,0
15610387,-0.112342,0.095612,0.207953,13.27,10.26,11.14,7.37,10.51,2.117581167,8.933,0.536209458,0.986337242,2.182072,43.927248,-39.54388,79.7922,598.38081,0.00573471,-0.01647358,0.00072619,0.22787641,3.91989,20.55563,0.48642054,-43.1737,-19.03077,-1.0170289,2.4,73.0,244,12,20,1,-1.0,-1.0,-1.0,-1,-1,0,0
12580,-0.288767,0.064934,0.353701,18.22,12.82,15.56,13.5,15.025,2.102492568,6.712,0.488807114,0.993234823,1.817467,11.590794,-31.62608,59.60931,297.08936,0.00031519,-0.01819393,0.00045732,0.24034677,11.0938,18.44099,0.50103446,-47.05895,-19.62582,-1.0365234,3.2,20.2,82,2,4,1,0.139336917562724,0.041666666666666664,0.20967741935483872,1,1,9,9
9330,-0.301559,0.050205,0.351764,8.52,33.98,7.52,7.42,14.36,11.33577523,9.854,0.465296332,0.963230673,4.574344,11.189704,-49.91962,44.4305,541.13491,-0.00137696,-0.02397698,0.00043127,0.15095318,9.66703,17.6887,0.5029538,-50.31291,-19.41469,-1.0546578,2.6,49.8,351,9,0,0,0.20833333333333331,0.16666666666666666,0.25,1,1,1,0
62558,-0.252812,0.058932,0.311744,15.14,12.28,14.41,12.22,13.5125,1.288785766,9.728,0.458877657,0.981609195,1.18,27.004308,-35.29115,23.46273,417.56261,0.00372254,-0.02405643,0.00035173,0.17462466,11.10607,17.31531,0.51823135,-45.46668,-19.53424,-1.103512,1.1,50.1,318,8,32,1,0.375,0.10000000000000002,0.9,1,1,3,0
5639,-0.261367,0.069433,0.330801,17.34,14.11,14.23,13.83,14.8775,1.429114673,9.484,0.487610547,0.997703081,9.792318,36.193504,-57.40635,62.76451,668.5615,0.00119462,-0.02690031,0.00081816,0.22265333,10.05368,17.80443,0.50389134,-46.32868,-19.52839,-1.077825,1.5,68.4,588,7,0,0,-1.0,-1.0,-1.0,-1,-1,0,0
20812,-0.346866,-0.00988,0.336987,23.62,15.23,12.06,15.44,16.5875,4.275332589,7.99,0.447755455,1.006699805,3.407416,16.935351,-50.45212,56.90501,290.70696,0.00020072,-0.02748156,0.00076753,0.24965812,11.56894,18.46288,0.51937932,-46.97709,-14.72454,-1.0731038,1.7,50.2,140,1,3,1,0.2638888888888889,0.125,0.5,1,1,8,6
10197650,-0.136173,0.08832,0.224494,12.46,8.1,9.72,10.75,10.2575,1.584082937,5.693,0.419607843,0.990251728,3.233092,6.111133,-38.66662,52.403,248.52731,0.00374919,-0.01668025,0.00057908,0.24519652,5.01799,17.38739,0.39572909,-41.58248,-20.03329,-0.9613695,2.4,12.0,11,2,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,2,0
3221,-0.28358,0.02289,0.30647,13.59,16.75,12.86,14.57,14.4425,1.46388823,9.533,0.42221413,1.000517777,4.151205,14.758541,-58.00137,28.56888,353.31459,0.00135025,-0.02887106,0.00077214,0.12520811,11.51476,17.24118,0.51306727,-48.26816,-19.72252,-1.0907591,0.0,54.4,359,3,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,2,1
19188,-0.305171,0.059882,0.365054,18.29,14.12,11.96,10.23,13.65,3.012598546,7.044,0.504032965,1.0,3.59493,15.342408,-52.09871,65.01857,324.48646,-0.00077985,-0.02663515,0.0007659,0.24816269,11.24869,18.43702,0.51737017,-48.90739,-19.03303,-1.1466448,1.3,46.5,127,3,0,0,0.08928571428571429,0.07142857142857142,0.125,0,1,3,0
33613,-0.297999,0.054046,0.352046,48.48,12.22,5.06,10.53,19.0725,17.18343879,10.013,0.430328282,0.928851175,5.422653,27.98187,-65.38655,67.7603,580.24357,0.0001337,-0.03146755,0.0008726,0.24556325,9.77232,18.55051,0.51556869,-47.08094,-17.38752,-1.1089214,-2.0,158.0,590,4,0,0,0.125,0.125,0.125,1,1,1,0
213031,-0.291023,0.03873,0.329752,13.99,9.85,14.35,10.07,12.065,2.110278418,8.529,0.445877772,0.98821852,2.958015,9.449333,-38.17027,46.17656,457.12274,0.00186186,-0.01427614,0.00032272,0.23842822,11.66575,18.76434,0.50504527,-49.03926,-15.02337,-1.0060819,4.4,49.3,331,2,15,1,0.12430893618627117,0.040284539039209026,0.20833333333333331,1,1,9,9
39801,-0.330082,0.081693,0.411775,40.16,27.64,28.09,27.93,30.955,5.316956366,5.563,0.643383105,0.99730501,2.428773,22.630386,-41.95184,18.72991,274.0535,0.00266073,-0.02178563,0.00042048,0.06541072,10.32375,16.48752,0.50320126,-47.08248,-20.04692,-0.9983371,4.0,26.3,152,10,0,0,0.15277777777777776,0.125,0.16666666666666666,1,1,3,0
84658,-0.31991,0.100381,0.420291,12.24,65.61,25.46,6.97,27.57,22.97206238,11.412,0.391481365,0.983168161,2.130967,17.904885,-40.41664,23.69525,421.20497,-0.00058803,-0.02115585,0.00037711,0.15165583,9.62172,16.58191,0.49733903,-36.36952,-13.8772,-0.8814028,2.4,28.7,118,9,2,1,0.07471804511278195,0.017857142857142856,0.13157894736842105,0,1,2,2
441412,-0.166054,0.036957,0.203011,16.09,19.87,6.54,8.1,12.65,5.522603553,10.831,0.413494664,0.963013699,7.926184,22.849137,-74.47547,73.61848,726.10009,-0.002698,-0.02797871,0.00098238,0.19173676,5.98773,22.25858,0.49198344,-54.22473,-19.18108,-1.0651155,2.4,38.8,429,8,16,1,0.375,0.25,0.5,1,2,2,2
10723,-0.316033,0.059572,0.375605,14.5,14.56,13.92,13.9,14.22,0.310805405,7.437,0.418627235,0.984634551,2.176472,7.197085,-40.49478,39.40936,251.9131,0.00108563,-0.01888939,0.00035849,0.18116079,11.27503,17.00938,0.49909827,-51.54223,-19.47068,-1.044468,1.8,20.2,133,0,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,2,2
68626,-0.143917,0.066679,0.210596,19.93,9.29,5.88,14.99,12.5225,5.37427844,7.208,0.540929089,0.995727586,6.834902,47.39454,-47.91343,56.88034,454.20233,0.0042689,-0.02765959,0.0008028,0.24978034,8.3143,17.49763,0.48111174,-45.80057,-18.89018,-1.0780268,2.4,41.6,318,3,2,1,0.3333333333333333,0.16666666666666666,0.5,1,1,2,1
5281915,-0.289463,-0.054986,0.234477,7.49,5.23,11.46,10.88,8.765,2.542543018,12.675,0.65282569,1.000146128,4.891494,97.761852,-45.96821,22.71086,1383.42127,0.00079931,-0.01465747,0.00027337,0.14605862,10.06526,17.80158,0.50053838,-46.88956,-20.19092,-1.0051993,19.4,52.6,1840,31,6,1,-1.0,-1.0,-1.0,-1,-1,0,0
2312,-0.290399,0.068341,0.358739,9.41,32.59,14.98,14.01,17.7475,8.823855096,8.765,0.495098802,1.0,0.986806,5.184951,-38.54009,18.31696,501.72509,0.00042695,-0.01220134,0.00020911,0.16675601,9.44386,16.32975,0.49424159,-47.89824,-19.5033,-1.0070226,4.6,12.5,263,7,4,1,0.20833333333333331,0.16666666666666666,0.25,1,1,2,0
25644,-0.364122,0.023317,0.387439,27.89,27.87,16.5,16.49,22.1875,5.69250549,6.148,0.65367576,0.991011009,0.133558,38.191259,-39.95883,22.32509,377.41804,0.00154976,-0.0243079,0.00047002,0.10515165,11.28628,16.53414,0.5127815,-46.18301,-19.63672,-1.0651492,2.6,52.6,219,11,46,1,0.06935817805383022,0.017857142857142856,0.125,0,1,2,2
12748,-0.316159,0.045684,0.361843,29.15,18.97,20.07,40.97,27.29,8.831092798,6.628,0.410695657,0.966158615,1.799114,6.405955,-41.11801,28.56834,203.85167,0.00061164,-0.01886591,0.00044548,0.2126368,10.99587,16.78494,0.49563704,-39.26113,-13.32437,-0.8757853,1.0,41.1,46,0,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,2,1
26289,-0.329484,0.020133,0.349618,18.28,12.05,11.59,15.51,14.3575,2.724787836,6.901,0.453576438,0.991676888,6.505791,19.850391,-48.66816,27.57955,218.30612,0.00489573,-0.02944129,0.00074539,0.11288496,11.73569,16.71414,0.50100691,-41.76751,-19.25013,-1.0123669,3.0,23.8,155,1,2,1,0.15277777777777776,0.125,0.16666666666666666,1,1,8,6
18303,-0.36526,0.08054,0.445801,25.18,36.76,27.49,9.98,24.8525,9.618257054,5.523,0.412410322,0.992143225,5.426281,5.435512,-46.51385,29.27797,152.53885,0.00416876,-0.0429867,0.00056107,0.17705937,12.33263,17.66942,0.52937112,-46.36073,-20.60271,-1.0937135,0.3,26.3,77,0,0,0,0.1405844155844156,0.05357142857142857,0.3,1,1,2,2
17570,-0.281064,0.052809,0.333874,7.28,11.23,7.91,7.71,8.5325,1.573950047,7.327,0.477485425,0.998956829,4.219908,16.739218,-27.44635,65.90671,512.85788,-0.00109604,-0.02044721,0.00070224,0.14420919,9.78122,18.62821,0.50131685,-46.84726,-14.68358,-1.0600489,3.3,65.8,162,2,19,1,0.3333333333333333,0.16666666666666666,0.5,1,1,2,0
7980,-0.331218,0.026164,0.357382,17.41,16.43,15.54,15.44,16.205,0.795314403,8.943,0.546157784,0.977501782,3.386927,30.024438,-48.8155,25.23655,644.98642,-0.00218699,-0.02469417,0.00051885,0.16677935,11.0304,16.92345,0.51624507,-47.37408,-20.04724,-1.0708909,1.5,80.3,354,16,3,1,0.08650793650793649,0.017857142857142856,0.16666666666666666,0,1,2,2
31368,-0.351317,0.027164,0.37848,36.42,22.69,21.75,30.12,27.745,5.966349386,6.381,0.406353669,0.98918697,4.937873,6.009429,-46.31252,31.78532,129.06558,0.00363034,-0.04123836,0.00056306,0.17923245,11.43341,16.62839,0.51001305,-40.34612,-19.64384,-0.9711921,0.7,23.8,83,0,2,1,0.060069444444444446,0.03333333333333333,0.10000000000000002,0,1,9,9
650,-0.337024,-0.016576,0.320448,29.22,21.01,20.06,17.66,21.9875,4.350490633,5.686,0.431725407,1.000133191,6.122817,3.608077,-58.21462,38.27152,164.38904,0.00447305,-0.04757,0.00071708,0.20723186,12.38789,17.50502,0.53415445,-44.84455,-19.9463,-1.1056253,-1.3,34.1,71,1,2,1,0.0853174603174603,0.017857142857142856,0.16666666666666666,0,1,2,2
137601,-0.327547,0.016658,0.344205,18.07,12.71,11.24,15.54,14.39,2.627251415,6.753,0.512350006,0.990987398,3.308757,13.218102,-42.88352,56.26585,297.31874,0.0012746,-0.02237904,0.00053091,0.22320985,11.52909,18.236,0.50830507,-46.54529,-19.19874,-1.0761195,3.4,37.3,146,3,0,0,-1.0,-1.0,-1.0,-1,-1,0,0
77721,-0.309718,0.012479,0.322196,13.73,10.43,8.89,14.06,11.7775,2.189490523,9.788,0.476158637,0.977956057,5.650751,22.406353,-60.73332,54.7741,417.3069,-0.00026177,-0.02798819,0.00082064,0.19322917,11.55742,17.8331,0.51950608,-46.91135,-14.97352,-1.069325,1.6,64.6,297,4,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,2,0
7565,-0.298448,0.044781,0.343229,8.72,8.27,10.41,9.83,9.3075,0.852947097,7.196,0.495739465,0.99259894,1.923797,10.180626,-23.49322,20.28445,452.29985,0.0003568,-0.01342945,0.00013584,0.24407593,11.36367,16.82228,0.50699992,-156.83902,-19.16239,-1.726557,4.4,9.2,158,2,9,1,0.16596393290800576,0.019427865816011525,0.3125,1,1,9,9
87154,-0.34721,-0.023245,0.323966,16.58,14.44,10.58,11.31,13.2275,2.418443456,7.673,0.454927164,0.990485075,4.442191,17.307065,-34.29917,29.29234,316.2013,0.0016098,-0.02581598,0.0004391,0.24567704,12.03564,17.34084,0.51586601,-46.81279,-15.54738,-1.0801179,2.2,37.4,230,1,0,0,0.5416666666666667,0.25,0.8333333333333334,1,2,1,0
7304,-0.285185,0.11545,0.400635,20.48,21.68,15.89,18.87,19.23,2.170840851,6.622,0.408547486,0.949493638,2.787606,6.056931,-31.8379,23.12206,221.41182,-0.00020191,-0.02257485,0.00031853,0.22098516,10.13733,17.14757,0.5009293,-38.15769,-18.93003,-0.9655015,1.2,4.9,37,0,2,1,0.0880952380952381,0.014285714285714285,0.16666666666666666,0,1,2,2
9171,-0.26939,0.001933,0.271323,6.53,6.42,6.19,5.97,6.2775,0.215797938,8.465,0.539685003,0.999281712,0.001096,19.895043,-19.64487,19.42242,485.14295,-0.00246465,-0.01929213,0.00015214,0.24173508,11.01136,16.39931,0.49239722,-44.27018,-19.35453,-1.1082358,5.7,0.0,264,0,3,1,0.3333333333333333,0.16666666666666666,0.5,1,1,2,0
2513,-0.33398,0.082203,0.416183,56.57,49.37,19.92,18.42,36.07,17.09886692,6.42,0.363231454,0.970057424,7.744438,13.855454,-68.46784,69.42219,173.46774,0.00366488,-0.05982162,0.00164541,0.20659909,11.70178,19.55165,0.5353139,-115.63344,-20.12807,-1.5138855,2.4,37.3,62,0,4,1,0.11165609335839599,0.014978853383458647,0.20833333333333331,0,1,9,9
208925,-0.359047,0.079525,0.438571,8.57,41.21,25.82,4.09,19.9225,14.72655319,7.792,0.53958197,0.998343527,2.10378,9.355332,-41.67983,56.6275,345.44833,0.00108086,-0.01480708,0.00052868,0.20430857,12.11411,17.91483,0.50318492,-45.79142,-19.28849,-1.0004768,3.7,37.3,132,8,2,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,2,0
69627,-0.362525,0.122679,0.485205,10.03,11.35,7.74,12.73,10.4625,1.839040171,11.157,0.386209274,0.794806301,0.010791,14.822498,-38.65898,10.43874,354.44724,-0.00093695,-0.02355227,0.00041844,0.0456883,12.29294,15.93973,0.50276642,-37.64783,-20.15346,-0.9310853,2.4,36.9,129,12,2,1,0.11875,0.029166666666666667,0.20833333333333331,0,1,9,9
12433,-0.372866,0.013741,0.386607,25.41,39.31,23.13,28.29,29.035,6.207662604,6.912,0.3667928,0.926026336,3.111587,6.690369,-39.86884,69.87251,287.72565,0.00103376,-0.01913387,0.00092201,0.20972469,12.71981,18.81839,0.54208613,-189.51883,-18.9309,-3.3254746,1.5,37.3,60,1,1,1,0.10833333333333334,0.10000000000000002,0.125,0,1,8,6
10908,-0.34999,0.081088,0.431078,19.68,35.05,26.91,6.77,22.1025,10.3887424,6.682,0.41711925,0.99866637,2.106476,8.068659,-39.41691,18.2342,213.96091,0.00054462,-0.0193179,0.00038925,0.09727406,12.38575,16.313,0.51475968,-47.45411,-20.2587,-1.0064862,1.8,26.3,89,2,0,0,0.10159285159285159,0.022727272727272724,0.16666666666666666,0,1,9,9
15723,-0.296511,0.057054,0.353564,9.26,38.39,7.59,7.69,15.7325,13.09806928,10.733,0.394089511,0.959490933,2.649702,12.674475,-47.95204,42.63904,461.78114,-0.00113161,-0.02044299,0.00038066,0.20064833,9.33313,17.08184,0.49652745,-47.80276,-19.47232,-1.0423822,2.9,32.3,268,3,2,1,0.3333333333333333,0.16666666666666666,0.5,1,1,2,0
72157,-0.284276,0.032268,0.316544,15.2,8.87,9.42,12.82,11.5775,2.581263014,7.714,0.579719179,0.998361582,5.839554,26.669274,-71.57758,62.18818,446.48195,-0.00127745,-0.03002528,0.00090513,0.19221709,11.14271,18.01585,0.50846687,-45.74782,-14.41706,-1.0475238,3.2,88.7,291,5,22,1,-1.0,-1.0,-1.0,-1,-1,0,0
155774,-0.280101,0.057937,0.338039,16.17,11.2,15.17,14.03,14.1425,1.859937835,10.633,0.425007914,0.995994065,3.507799,32.794009,-52.27509,59.89938,590.24048,0.00063894,-0.02835921,0.00074193,0.24448,10.31629,18.46806,0.51082594,-50.69459,-19.60696,-1.1060686,-0.6,103.0,358,8,0,0,-1.0,-1.0,-1.0,-1,-1,0,0
5288783,-0.268752,0.039961,0.308714,19.05,11.69,10.53,6.76,12.0075,4.455807306,10.908,0.515025934,0.989673243,2.450955,32.121065,-45.83655,48.77674,665.08148,-9.15e-05,-0.02037973,0.00051926,0.21448522,10.38236,17.12578,0.49927982,-50.4292,-20.50271,-1.0280286,4.3,60.7,743,5,40,1,0.8333333333333334,0.3331782455987909,0.999783091529969,1,2,2,2
136843,-0.346655,0.038372,0.385028,14.83,24.42,16.98,11.4,16.9075,4.772092701,7.661,0.398176682,0.985487288,4.066309,12.898058,-40.04463,39.86046,176.99717,0.00611834,-0.03973516,0.00046296,0.18409027,12.02281,16.62756,0.51287251,-45.38683,-20.34139,-1.0842238,1.0,46.2,211,0,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,2,1
60995,-0.317297,0.065709,0.383006,17.98,12.62,15.3,14.29,15.0475,1.944857,7.296,0.461331045,0.972442301,0.507444,6.765104,-33.03719,14.55661,323.12905,-0.00150909,-0.02010132,0.00021694,0.114782,11.3365,17.42459,0.50511572,-45.52106,-19.46002,-1.0358112,2.1,18.5,104,4,1,1,0.15277777777777776,0.125,0.16666666666666666,1,1,3,0
10230,-0.261041,0.011728,0.272769,26.87,10.79,9.61,10.95,14.555,7.128876139,8.794,0.470832983,0.996530866,7.480096,36.68933,-75.05931,49.38894,356.15242,-0.00426241,-0.04825842,0.00171147,0.15702484,10.17209,18.20243,0.50395263,-45.69213,-19.34085,-1.1351314,0.2,102.0,167,2,1,1,0.5416666666666667,0.25,0.8333333333333334,1,2,1,0
7705,-0.31483,0.068473,0.383303,18.2,14.65,15.58,14.37,15.7,1.511274297,6.735,0.494343376,0.999078727,0.469843,6.374585,-22.92022,14.40192,268.54558,0.00053115,-0.01391413,0.00015153,0.1526361,11.25616,16.2135,0.49453294,-40.91621,-19.47857,-0.9806194,4.4,0.0,70,3,1,1,0.10933366402116401,0.01033399470899471,0.20833333333333331,0,1,9,9
7970,-0.330039,0.043992,0.374031,37.6,16.05,16.58,15.11,21.335,9.405345555,6.697,0.434568294,0.998903509,3.265699,6.983754,-46.78934,24.2139,191.57207,0.00096714,-0.02520231,0.00048635,0.13214211,10.48795,16.57669,0.50225018,-40.1664,-19.16493,-1.0191997,1.2,12.9,52,0,2,1,0.11334677419354838,0.03919354838709677,0.19959677419354838,0,1,9,9
60953,-0.315733,0.006831,0.322564,11.55,12.03,12.0,14.12,12.425,0.996907719,8.216,0.596422879,0.996744599,10.424527,32.121975,-76.58704,60.0724,376.41328,0.00339242,-0.04745631,0.00127921,0.15864106,11.6907,19.2823,0.52395481,-61.90125,-20.0993,-1.178877,0.6,121.0,582,7,0,0,0.20833333333333331,0.16666666666666666,0.25,1,1,1,0
6947,-0.323153,-0.028933,0.294219,16.28,14.38,15.3,14.31,15.0675,0.801666234,7.7,0.438009416,0.990611404,8.008605,9.705101,-49.58661,73.37825,233.42101,0.00162537,-0.04006975,0.00124869,0.24981882,11.72154,19.02892,0.52977371,-54.98331,-19.25877,-1.2615102,1.8,66.0,131,0,1,1,0.11287878787878788,0.049999999999999996,0.20454545454545453,0,1,9,9
162071,-0.186904,0.014363,0.201267,12.81,14.36,8.85,13.78,12.45,2.1509649,6.652,0.501586924,0.999604681,10.556842,24.293933,-77.04824,52.63608,412.35068,-0.00324746,-0.04347316,0.00160203,0.206578,5.63593,17.0544,0.46811366,-46.39155,-18.81879,-1.0361053,2.4,26.3,147,5,2,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,1,1
91683,-0.319342,0.015013,0.334355,13.3,10.35,12.66,13.5,12.4525,1.252904126,10.868,0.391396237,0.977690736,3.751814,20.515005,-38.91251,35.47138,484.55551,0.00229411,-0.01686097,0.00035761,0.2350595,10.99988,18.62932,0.51294707,-60.63411,-15.9248,-1.1175219,2.2,46.0,359,3,5,1,0.14583333333333331,0.125,0.16666666666666666,1,1,8,6
4831,-0.29756,-0.000855,0.296705,26.66,11.89,9.78,7.63,13.99,7.468477087,9.864,0.502126824,0.992497736,7.23877,18.170759,-58.68662,51.57697,448.4916,0.00142317,-0.03060704,0.0007747,0.19094973,9.57079,18.23608,0.51290555,-53.47467,-19.14105,-1.122092,-2.1,98.7,489,3,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,2,0
66609,-0.292568,0.07151,0.364078,9.79,17.28,12.46,11.58,12.7775,2.771843926,11.063,0.407560092,0.976035032,1.502605,10.085705,-33.92702,54.09816,532.41927,-5.67e-05,-0.01191984,0.00024811,0.24934152,9.83027,17.97991,0.49436559,-50.42102,-20.0593,-0.9904778,4.7,23.5,261,4,12,1,0.15277777777777776,0.125,0.16666666666666666,1,1,3,0
9818306,-0.307765,0.059598,0.367363,16.43,12.74,12.09,10.78,13.01,2.096938244,8.23,0.528123713,1.001442134,3.48573,26.857687,-48.82412,48.25631,494.21592,-0.00099209,-0.02328226,0.0005081,0.16484764,11.30625,17.0495,0.50379711,-47.36718,-19.51005,-1.0631142,2.8,46.5,476,2,19,1,0.25,0.25,0.25,1,2,2,0
3965,-0.310918,0.050124,0.361042,13.89,10.18,18.8,13.14,14.0025,3.097744139,7.366,0.498966795,0.990873072,4.511582,19.814977,-45.5526,60.73192,386.93917,0.00026519,-0.02831674,0.00066366,0.19460112,11.36953,18.15479,0.51113887,-46.76317,-19.18967,-1.0763635,2.4,54.4,316,4,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,4,0
